ID_Cliente,Idade,Anos_Experiencia,Renda_Anual_Mil,CEP,Tamanho_Familia,Gasto_Medio_Cartao,Escolaridade,Valor_Hipoteca,Aceitou_Emprestimo,Conta_Investimento,Conta_CD,Usa_Internet_Banking,Tem_Cartao_Credito_Banco,Segmento_Renda,Perfil_Gasto,Propensao_Emprestimo
2641,39,13,81,94309,2,2.8,1,0,0,0,0,1,0,Alta Renda (Acima de 80k),Gasto Alto,Alta Propensão
2642,29,5,133,90095,1,5.4,1,212,0,0,0,1,0,Alta Renda (Acima de 80k),Gasto Alto,Alta Propensão
2643,54,29,81,92096,2,0.0,3,0,0,0,0,1,0,Alta Renda (Acima de 80k),Gasto Baixo,Média Propensão
2644,63,38,14,92630,4,0.4,2,86,0,0,0,1,1,Baixa Renda (Até 40k),Gasto Baixo,Baixa Propensão
2645,40,14,28,94061,2,0.8,3,0,0,0,0,0,0,Baixa Renda (Até 40k),Gasto Baixo,Baixa Propensão
2646,36,12,93,95125,2,2.2,1,0,0,0,0,1,0,Alta Renda (Acima de 80k),Gasto Médio,Média Propensão
2647,45,20,191,92007,3,2.6,3,123,1,0,0,0,0,Alta Renda (Acima de 80k),Gasto Alto,Alta Propensão
2648,61,37,155,91605,1,2.9,1,0,0,0,0,1,0,Alta Renda (Acima de 80k),Gasto Alto,Alta Propensão
2649,26,0,155,93105,2,7.2,1,0,0,0,0,0,0,Alta Renda (Acima de 80k),Gasto Alto,Alta Propensão
2650,33,8,68,92407,4,1.3,1,0,0,0,0,1,0,Média Renda (41k - 80k),Gasto Médio,Média Propensão
2651,64,40,52,95060,2,1.1,1,226,0,0,0,0,0,Média Renda (41k - 80k),Gasto Médio,Média Propensão
2652,43,17,51,94025,1,0.7,3,0,0,0,0,0,0,Média Renda (41k - 80k),Gasto Baixo,Média Propensão
2653,24,0,44,90089,4,1.6,1,180,0,0,0,1,0,Média Renda (41k - 80k),Gasto Médio,Média Propensão
2654,30,5,121,94555,2,3.1,1,408,0,0,0,1,0,Alta Renda (Acima de 80k),Gasto Alto,Alta Propensão
2655,60,36,49,94965,4,2.2,1,204,0,1,0,1,0,Média Renda (41k - 80k),Gasto Médio,Média Propensão
2656,50,26,42,91784,2,1.0,3,78,0,1,0,1,0,Média Renda (41k - 80k),Gasto Médio,Baixa Propensão
2657,40,15,144,91040,1,4.1,1,0,0,0,0,0,0,Alta Renda (Acima de 80k),Gasto Alto,Alta Propensão
2658,31,6,72,94583,1,2.6,2,0,0,0,0,1,0,Média Renda (41k - 80k),Gasto Alto,Média Propensão
2659,30,4,44,94304,1,1.5,1,109,0,0,0,0,0,Média Renda (41k - 80k),Gasto Médio,Baixa Propensão
2660,60,35,43,91763,3,0.9,3,175,0,0,0,0,0,Média Renda (41k - 80k),Gasto Baixo,Baixa Propensão
2661,39,14,74,93063,1,0.1,2,144,0,1,0,1,0,Média Renda (41k - 80k),Gasto Baixo,Média Propensão
2662,66,41,145,90009,1,2.5,1,0,0,0,0,1,0,Alta Renda (Acima de 80k),Gasto Médio,Média Propensão
2663,65,41,158,92346,2,2.1,1,0,0,0,0,0,0,Alta Renda (Acima de 80k),Gasto Médio,Média Propensão
2664,54,28,78,91311,4,4.9,1,0,0,0,0,0,0,Média Renda (41k - 80k),Gasto Alto,Média Propensão
2665,54,29,154,95014,1,2.4,2,352,1,0,0,1,0,Alta Renda (Acima de 80k),Gasto Médio,Média Propensão
2666,35,9,105,90064,2,4.5,3,0,0,0,0,0,0,Alta Renda (Acima de 80k),Gasto Alto,Alta Propensão
2667,32,7,100,92126,3,0.6,2,0,0,0,0,1,0,Alta Renda (Acima de 80k),Gasto Baixo,Média Propensão
2668,63,39,58,94112,1,0.0,2,0,0,0,0,1,0,Média Renda (41k - 80k),Gasto Baixo,Média Propensão
2669,60,35,113,94507,1,0.9,1,406,0,0,0,1,0,Alta Renda (Acima de 80k),Gasto Baixo,Média Propensão
2670,43,18,10,91902,2,0.1,2,0,0,1,0,0,1,Baixa Renda (Até 40k),Gasto Baixo,Baixa Propensão
2671,59,33,142,94080,2,2.7,1,0,0,0,0,0,0,Alta Renda (Acima de 80k),Gasto Alto,Alta Propensão
2672,62,37,128,92093,1,2.5,1,0,0,0,0,0,0,Alta Renda (Acima de 80k),Gasto Médio,Média Propensão
2673,30,5,131,92068,3,0.5,3,0,1,0,0,0,0,Alta Renda (Acima de 80k),Gasto Baixo,Média Propensão
2674,54,30,88,92647,4,1.0,2,122,0,0,0,1,0,Alta Renda (Acima de 80k),Gasto Médio,Média Propensão
2675,30,6,101,90245,2,0.6,1,0,0,0,0,1,0,Alta Renda (Acima de 80k),Gasto Baixo,Média Propensão
2676,31,1,70,92115,2,1.75,3,0,0,0,1,1,1,Média Renda (41k - 80k),Gasto Médio,Média Propensão
2677,44,20,122,91765,1,0.3,1,0,0,1,0,1,0,Alta Renda (Acima de 80k),Gasto Baixo,Média Propensão
2678,32,8,70,91423,3,1.5,1,0,0,0,0,1,0,Média Renda (41k - 80k),Gasto Médio,Média Propensão
2679,63,38,148,93023,2,4.3,3,0,1,0,0,1,0,Alta Renda (Acima de 80k),Gasto Alto,Alta Propensão
2680,57,32,43,92704,2,2.1,3,166,0,0,0,1,0,Média Renda (41k - 80k),Gasto Médio,Média Propensão
2681,60,30,31,95060,1,1.5,3,0,0,0,0,1,0,Baixa Renda (Até 40k),Gasto Médio,Baixa Propensão
2682,37,11,35,94609,2,0.8,3,0,0,0,0,0,0,Baixa Renda (Até 40k),Gasto Baixo,Baixa Propensão
2683,53,27,81,90032,4,2.6,3,0,0,0,0,1,0,Alta Renda (Acima de 80k),Gasto Alto,Alta Propensão
2684,51,25,19,95812,1,1.4,3,98,0,0,0,0,0,Baixa Renda (Até 40k),Gasto Médio,Baixa Propensão
2685,30,5,98,92028,4,1.8,3,129,0,1,1,1,1,Alta Renda (Acima de 80k),Gasto Médio,Média Propensão
2686,28,2,101,90280,4,2.1,3,0,0,0,0,1,0,Alta Renda (Acima de 80k),Gasto Médio,Média Propensão
2687,50,24,81,95053,2,0.4,3,0,0,0,0,0,0,Alta Renda (Acima de 80k),Gasto Baixo,Média Propensão
2688,52,27,135,93561,1,0.6,1,452,0,0,0,1,0,Alta Renda (Acima de 80k),Gasto Baixo,Média Propensão
2689,56,30,34,94542,2,0.7,2,0,0,0,0,1,0,Baixa Renda (Até 40k),Gasto Baixo,Baixa Propensão
2690,40,16,104,91730,1,3.4,1,249,0,0,0,0,0,Alta Renda (Acima de 80k),Gasto Alto,Alta Propensão
2691,64,38,29,90245,3,0.7,2,0,0,0,0,1,0,Baixa Renda (Até 40k),Gasto Baixo,Baixa Propensão
2692,61,36,119,95064,2,5.4,2,0,1,0,0,1,0,Alta Renda (Acima de 80k),Gasto Alto,Alta Propensão
2693,46,20,82,90230,2,1.7,2,0,0,0,0,1,1,Alta Renda (Acima de 80k),Gasto Médio,Média Propensão
2694,55,29,62,90089,1,0.2,1,0,0,0,0,1,0,Média Renda (41k - 80k),Gasto Baixo,Média Propensão
2695,45,19,85,94720,3,2.1,1,0,0,0,0,1,1,Alta Renda (Acima de 80k),Gasto Médio,Média Propensão
2696,40,15,8,94960,2,0.1,2,0,0,0,0,0,0,Baixa Renda (Até 40k),Gasto Baixo,Baixa Propensão
2697,63,37,78,91711,4,1.7,3,0,0,0,0,1,0,Média Renda (41k - 80k),Gasto Médio,Média Propensão
2698,57,32,44,93407,3,0.5,2,0,0,0,0,1,0,Média Renda (41k - 80k),Gasto Baixo,Baixa Propensão
2699,38,14,122,95819,2,8.0,1,0,0,0,0,1,1,Alta Renda (Acima de 80k),Gasto Alto,Alta Propensão
2700,37,11,22,90035,3,0.1,2,114,0,0,0,0,0,Baixa Renda (Até 40k),Gasto Baixo,Baixa Propensão
2701,31,5,39,94590,4,2.2,2,0,0,0,0,1,1,Baixa Renda (Até 40k),Gasto Médio,Média Propensão
2702,50,26,55,94305,1,1.6,2,0,0,0,0,1,0,Média Renda (41k - 80k),Gasto Médio,Média Propensão
2703,42,18,144,94063,2,6.1,1,158,0,0,0,0,0,Alta Renda (Acima de 80k),Gasto Alto,Alta Propensão
2704,51,27,71,92521,1,2.6,2,0,0,0,0,0,1,Média Renda (41k - 80k),Gasto Alto,Média Propensão
2705,38,13,191,91710,2,3.0,1,0,0,0,0,1,0,Alta Renda (Acima de 80k),Gasto Alto,Alta Propensão
2706,53,26,22,92831,1,0.5,2,100,0,0,0,1,0,Baixa Renda (Até 40k),Gasto Baixo,Baixa Propensão
2707,43,17,158,90740,1,2.4,1,0,0,0,0,1,0,Alta Renda (Acima de 80k),Gasto Médio,Média Propensão
2708,35,9,131,90089,3,0.3,3,0,1,0,1,1,1,Alta Renda (Acima de 80k),Gasto Baixo,Média Propensão
2709,49,24,75,95670,1,2.8,2,160,0,0,0,0,1,Média Renda (41k - 80k),Gasto Alto,Média Propensão
2710,28,4,69,94305,3,0.7,2,170,0,0,0,0,0,Média Renda (41k - 80k),Gasto Baixo,Média Propensão
2711,51,27,39,94304,2,0.8,1,0,0,0,0,0,0,Baixa Renda (Até 40k),Gasto Baixo,Baixa Propensão
2712,39,14,34,94939,4,1.7,1,0,0,0,0,1,1,Baixa Renda (Até 40k),Gasto Médio,Média Propensão
2713,31,7,32,91320,1,1.7,1,0,0,0,0,1,0,Baixa Renda (Até 40k),Gasto Médio,Média Propensão
2714,44,18,129,92028,1,5.7,1,0,0,0,0,1,0,Alta Renda (Acima de 80k),Gasto Alto,Alta Propensão
2715,46,20,158,92870,3,5.4,1,432,1,0,0,0,1,Alta Renda (Acima de 80k),Gasto Alto,Alta Propensão
2716,42,18,54,90089,1,1.8,1,0,0,0,0,1,0,Média Renda (41k - 80k),Gasto Médio,Média Propensão
2717,41,17,34,92182,1,2.0,2,0,0,0,0,0,0,Baixa Renda (Até 40k),Gasto Médio,Média Propensão
2718,23,-2,45,95422,4,0.6,2,0,0,0,0,1,1,Média Renda (41k - 80k),Gasto Baixo,Baixa Propensão
2719,59,33,68,95064,2,2.3,3,0,0,1,0,0,0,Média Renda (41k - 80k),Gasto Médio,Média Propensão
2720,47,21,53,95929,1,1.5,2,0,0,0,0,1,0,Média Renda (41k - 80k),Gasto Médio,Média Propensão
2721,48,23,32,93302,1,0.1,1,0,0,0,0,0,1,Baixa Renda (Até 40k),Gasto Baixo,Baixa Propensão
2722,58,33,173,92121,2,7.2,3,0,1,0,0,1,0,Alta Renda (Acima de 80k),Gasto Alto,Alta Propensão
2723,58,34,31,92126,4,0.4,1,0,0,0,0,0,0,Baixa Renda (Até 40k),Gasto Baixo,Baixa Propensão
2724,54,29,72,94558,2,3.7,1,144,0,0,0,1,0,Média Renda (41k - 80k),Gasto Alto,Média Propensão
2725,49,24,30,90212,4,0.4,2,157,0,0,1,1,1,Baixa Renda (Até 40k),Gasto Baixo,Baixa Propensão
2726,63,38,138,92675,1,2.5,1,0,0,0,0,1,0,Alta Renda (Acima de 80k),Gasto Médio,Média Propensão
2727,62,37,18,92028,1,1.5,2,127,0,0,0,0,0,Baixa Renda (Até 40k),Gasto Médio,Baixa Propensão
2728,45,19,69,90840,1,2.8,1,220,0,0,0,1,1,Média Renda (41k - 80k),Gasto Alto,Média Propensão
2729,39,13,58,94555,3,2.1,1,247,0,0,0,1,0,Média Renda (41k - 80k),Gasto Médio,Média Propensão
2730,58,34,63,90007,4,1.5,1,0,0,0,0,1,0,Média Renda (41k - 80k),Gasto Médio,Média Propensão
2731,56,30,43,90401,2,0.3,1,0,0,1,0,0,0,Média Renda (41k - 80k),Gasto Baixo,Baixa Propensão
2732,29,5,28,96651,1,0.2,3,0,0,0,0,1,0,Baixa Renda (Até 40k),Gasto Baixo,Baixa Propensão
2733,33,9,38,93106,1,2.1,3,133,0,0,0,0,0,Baixa Renda (Até 40k),Gasto Médio,Média Propensão
2734,55,29,72,93107,3,0.3,2,147,0,0,0,0,0,Média Renda (41k - 80k),Gasto Baixo,Média Propensão
2735,56,31,64,94126,4,0.9,1,0,0,0,0,1,0,Média Renda (41k - 80k),Gasto Baixo,Média Propensão
2736,36,12,70,92131,3,2.6,2,165,0,0,0,1,0,Média Renda (41k - 80k),Gasto Alto,Média Propensão
2737,53,29,12,95621,1,0.3,1,0,0,0,0,0,0,Baixa Renda (Até 40k),Gasto Baixo,Baixa Propensão
2738,57,31,159,94577,2,0.5,1,0,0,0,0,0,0,Alta Renda (Acima de 80k),Gasto Baixo,Média Propensão
2739,35,9,103,95120,2,4.5,3,0,0,0,0,1,0,Alta Renda (Acima de 80k),Gasto Alto,Alta Propensão
2740,43,18,42,91330,1,0.3,3,0,0,0,0,1,0,Média Renda (41k - 80k),Gasto Baixo,Baixa Propensão
2741,54,29,48,92182,2,2.1,3,142,0,0,0,1,0,Média Renda (41k - 80k),Gasto Médio,Média Propensão
2742,29,3,49,90266,1,1.5,1,0,0,0,0,0,0,Média Renda (41k - 80k),Gasto Médio,Baixa Propensão
2743,39,14,89,95762,2,0.4,1,0,0,0,0,1,0,Alta Renda (Acima de 80k),Gasto Baixo,Média Propensão
2744,32,8,22,94583,4,0.7,2,0,0,0,0,1,1,Baixa Renda (Até 40k),Gasto Baixo,Baixa Propensão
2745,51,27,10,92121,2,0.2,1,86,0,0,0,0,0,Baixa Renda (Até 40k),Gasto Baixo,Baixa Propensão
2746,50,25,38,95616,1,1.3,2,120,0,0,0,0,1,Baixa Renda (Até 40k),Gasto Médio,Baixa Propensão
2747,54,29,49,92703,2,2.1,3,95,0,0,0,1,1,Média Renda (41k - 80k),Gasto Médio,Média Propensão
2748,38,12,30,91765,2,1.4,3,0,0,0,0,0,1,Baixa Renda (Até 40k),Gasto Médio,Baixa Propensão
2749,32,7,82,94305,1,2.6,2,240,0,0,1,1,1,Alta Renda (Acima de 80k),Gasto Alto,Alta Propensão
2750,62,37,82,94086,1,0.8,3,312,0,0,0,1,0,Alta Renda (Acima de 80k),Gasto Baixo,Média Propensão
2751,57,33,24,94501,1,0.1,2,0,0,0,0,0,0,Baixa Renda (Até 40k),Gasto Baixo,Baixa Propensão
2752,47,23,32,92251,4,0.6,1,156,0,0,0,1,1,Baixa Renda (Até 40k),Gasto Baixo,Baixa Propensão
2753,51,25,34,95819,3,0.9,3,111,0,0,0,1,0,Baixa Renda (Até 40k),Gasto Baixo,Baixa Propensão
2754,54,27,195,93117,2,4.75,2,477,1,0,0,0,0,Alta Renda (Acima de 80k),Gasto Alto,Alta Propensão
2755,26,1,61,93943,4,2.2,1,119,0,0,0,0,0,Média Renda (41k - 80k),Gasto Médio,Média Propensão
2756,37,11,22,93711,3,0.1,2,0,0,0,0,1,1,Baixa Renda (Até 40k),Gasto Baixo,Baixa Propensão
2757,27,0,40,91301,4,1.0,3,0,0,0,0,1,0,Baixa Renda (Até 40k),Gasto Médio,Baixa Propensão
2758,63,38,50,93943,2,2.8,1,205,0,0,0,0,0,Média Renda (41k - 80k),Gasto Alto,Média Propensão
2759,62,36,35,94501,2,0.7,3,0,0,1,0,0,1,Baixa Renda (Até 40k),Gasto Baixo,Baixa Propensão
2760,59,33,64,95617,3,0.3,2,0,0,0,0,0,0,Média Renda (41k - 80k),Gasto Baixo,Média Propensão
2761,32,7,49,94080,3,2.3,1,0,0,0,0,1,0,Média Renda (41k - 80k),Gasto Médio,Média Propensão
2762,35,8,44,95045,4,1.0,2,192,0,0,0,0,1,Média Renda (41k - 80k),Gasto Médio,Baixa Propensão
2763,56,31,65,93403,2,3.7,1,0,0,0,0,1,0,Média Renda (41k - 80k),Gasto Alto,Média Propensão
2764,55,31,13,93943,4,0.7,1,0,0,0,0,1,0,Baixa Renda (Até 40k),Gasto Baixo,Baixa Propensão
2765,31,5,84,91320,1,2.9,3,105,0,0,0,0,1,Alta Renda (Acima de 80k),Gasto Alto,Alta Propensão
2766,54,29,28,92093,4,0.2,2,101,0,0,0,1,0,Baixa Renda (Até 40k),Gasto Baixo,Baixa Propensão
2767,58,32,108,95123,3,4.4,1,0,0,0,0,1,0,Alta Renda (Acima de 80k),Gasto Alto,Alta Propensão
2768,48,24,59,90401,1,0.0,1,144,0,0,0,1,0,Média Renda (41k - 80k),Gasto Baixo,Média Propensão
2769,48,22,163,95819,1,2.4,1,396,0,0,0,1,0,Alta Renda (Acima de 80k),Gasto Médio,Média Propensão
2770,33,9,183,91320,2,8.8,3,582,1,0,0,1,0,Alta Renda (Acima de 80k),Gasto Alto,Alta Propensão
2771,36,6,69,90024,4,4.0,3,0,0,0,0,1,0,Média Renda (41k - 80k),Gasto Alto,Média Propensão
2772,41,16,115,92333,1,7.0,1,0,0,0,0,0,0,Alta Renda (Acima de 80k),Gasto Alto,Alta Propensão
2773,55,31,130,92646,4,6.5,1,0,1,0,0,0,1,Alta Renda (Acima de 80k),Gasto Alto,Alta Propensão
2774,63,37,185,94309,2,7.9,2,358,1,0,0,1,0,Alta Renda (Acima de 80k),Gasto Alto,Alta Propensão
2775,53,29,118,94066,2,0.3,1,0,0,0,0,1,0,Alta Renda (Acima de 80k),Gasto Baixo,Média Propensão
2776,38,13,163,95039,1,4.1,1,0,0,0,0,0,0,Alta Renda (Acima de 80k),Gasto Alto,Alta Propensão
2777,46,20,140,93106,2,6.3,1,380,0,0,0,1,1,Alta Renda (Acima de 80k),Gasto Alto,Alta Propensão
2778,59,33,91,94122,2,0.7,2,0,0,0,0,1,1,Alta Renda (Acima de 80k),Gasto Baixo,Média Propensão
2779,56,31,61,92646,4,1.3,3,0,0,0,0,1,1,Média Renda (41k - 80k),Gasto Médio,Média Propensão
2780,59,35,168,95521,4,4.1,2,0,1,0,0,1,0,Alta Renda (Acima de 80k),Gasto Alto,Alta Propensão
2781,39,13,69,90630,3,0.9,2,0,0,0,0,0,0,Média Renda (41k - 80k),Gasto Baixo,Média Propensão
2782,47,21,22,92037,1,0.2,1,104,0,0,0,0,0,Baixa Renda (Até 40k),Gasto Baixo,Baixa Propensão
2783,47,22,53,92691,1,0.3,1,213,0,0,0,0,0,Média Renda (41k - 80k),Gasto Baixo,Média Propensão
2784,53,26,25,92123,2,1.0,2,0,0,0,1,1,1,Baixa Renda (Até 40k),Gasto Médio,Baixa Propensão
2785,36,9,115,91765,4,2.2,2,0,1,0,0,0,0,Alta Renda (Acima de 80k),Gasto Médio,Média Propensão
2786,34,9,31,92521,4,1.1,3,85,0,1,1,1,1,Baixa Renda (Até 40k),Gasto Médio,Baixa Propensão
2787,36,10,83,94705,1,2.8,3,0,0,0,0,0,1,Alta Renda (Acima de 80k),Gasto Alto,Alta Propensão
2788,60,34,152,92807,2,6.9,1,0,0,0,0,0,0,Alta Renda (Acima de 80k),Gasto Alto,Alta Propensão
2789,45,20,30,96003,1,0.1,1,0,0,0,0,1,0,Baixa Renda (Até 40k),Gasto Baixo,Baixa Propensão
2790,27,3,34,90065,1,0.2,3,0,0,0,0,1,1,Baixa Renda (Até 40k),Gasto Baixo,Baixa Propensão
2791,47,22,44,95821,1,1.4,3,0,0,0,0,1,1,Média Renda (41k - 80k),Gasto Médio,Baixa Propensão
2792,44,20,182,94710,2,7.6,1,0,0,0,0,0,0,Alta Renda (Acima de 80k),Gasto Alto,Alta Propensão
2793,54,30,44,95616,3,1.5,1,117,0,0,0,1,0,Média Renda (41k - 80k),Gasto Médio,Baixa Propensão
2794,57,33,122,94301,2,6.0,1,153,0,1,1,1,1,Alta Renda (Acima de 80k),Gasto Alto,Alta Propensão
2795,52,26,35,94550,4,1.8,1,0,0,0,0,1,0,Baixa Renda (Até 40k),Gasto Médio,Média Propensão
2796,51,25,91,92407,1,0.8,3,0,0,0,0,0,0,Alta Renda (Acima de 80k),Gasto Baixo,Média Propensão
2797,57,32,30,94024,2,2.0,2,0,0,0,0,0,0,Baixa Renda (Até 40k),Gasto Médio,Média Propensão
2798,65,39,53,94608,1,2.5,3,0,0,0,0,1,0,Média Renda (41k - 80k),Gasto Médio,Média Propensão
2799,58,33,28,94720,1,0.3,3,0,0,0,0,1,0,Baixa Renda (Até 40k),Gasto Baixo,Baixa Propensão
2800,64,39,85,94720,4,3.4,2,200,0,0,0,1,0,Alta Renda (Acima de 80k),Gasto Alto,Alta Propensão
2801,52,26,28,93907,2,0.7,2,90,0,0,0,1,1,Baixa Renda (Até 40k),Gasto Baixo,Baixa Propensão
2802,58,34,41,91016,4,0.4,1,177,0,0,0,1,0,Média Renda (41k - 80k),Gasto Baixo,Baixa Propensão
2803,52,22,154,90650,1,5.0,3,0,1,1,1,1,0,Alta Renda (Acima de 80k),Gasto Alto,Alta Propensão
2804,43,18,41,92831,1,0.3,3,0,0,0,0,1,0,Média Renda (41k - 80k),Gasto Baixo,Baixa Propensão
2805,56,32,33,95014,3,1.5,1,0,0,0,0,0,0,Baixa Renda (Até 40k),Gasto Médio,Baixa Propensão
2806,37,12,182,94523,3,5.8,3,0,1,0,0,1,0,Alta Renda (Acima de 80k),Gasto Alto,Alta Propensão
2807,53,27,59,90740,2,0.8,3,0,0,0,0,1,0,Média Renda (41k - 80k),Gasto Baixo,Média Propensão
2808,27,2,129,90009,2,3.3,1,0,0,1,0,0,0,Alta Renda (Acima de 80k),Gasto Alto,Alta Propensão
2809,53,27,35,94583,3,0.9,3,136,0,0,0,1,0,Baixa Renda (Até 40k),Gasto Baixo,Baixa Propensão
2810,42,16,185,94705,3,2.2,2,0,1,1,1,1,1,Alta Renda (Acima de 80k),Gasto Médio,Média Propensão
2811,58,34,45,93943,4,1.3,2,201,0,0,0,0,0,Média Renda (41k - 80k),Gasto Médio,Baixa Propensão
2812,36,12,62,94065,4,0.1,2,145,0,0,0,0,0,Média Renda (41k - 80k),Gasto Baixo,Média Propensão
2813,53,28,183,96008,3,8.2,3,467,1,0,1,1,1,Alta Renda (Acima de 80k),Gasto Alto,Alta Propensão
2814,48,22,14,94303,2,0.1,3,0,0,0,0,1,0,Baixa Renda (Até 40k),Gasto Baixo,Baixa Propensão
2815,54,28,53,94002,1,2.2,3,0,0,0,0,1,1,Média Renda (41k - 80k),Gasto Médio,Média Propensão
2816,26,1,48,94019,3,2.6,3,169,0,0,0,0,0,Média Renda (41k - 80k),Gasto Alto,Média Propensão
2817,50,26,128,92780,2,0.4,1,0,0,0,0,1,0,Alta Renda (Acima de 80k),Gasto Baixo,Média Propensão
2818,31,7,105,94025,1,4.0,1,331,0,0,0,1,0,Alta Renda (Acima de 80k),Gasto Alto,Alta Propensão
2819,35,9,40,93943,3,0.9,1,0,0,0,0,1,1,Baixa Renda (Até 40k),Gasto Baixo,Baixa Propensão
2820,63,37,10,90095,2,0.4,1,0,0,0,0,1,0,Baixa Renda (Até 40k),Gasto Baixo,Baixa Propensão
2821,29,4,102,90245,2,3.3,1,303,0,0,0,0,0,Alta Renda (Acima de 80k),Gasto Alto,Alta Propensão
2822,57,32,31,94143,3,0.1,2,0,0,0,0,1,0,Baixa Renda (Até 40k),Gasto Baixo,Baixa Propensão
2823,30,5,30,90245,4,0.8,1,158,0,0,0,1,0,Baixa Renda (Até 40k),Gasto Baixo,Baixa Propensão
2824,33,7,21,90095,1,0.6,3,0,0,1,0,0,0,Baixa Renda (Até 40k),Gasto Baixo,Baixa Propensão
2825,62,36,44,92867,2,0.3,1,0,0,0,0,0,0,Média Renda (41k - 80k),Gasto Baixo,Baixa Propensão
2826,35,10,48,95060,1,2.5,3,164,0,0,0,1,0,Média Renda (41k - 80k),Gasto Médio,Média Propensão
2827,37,11,21,94604,3,0.2,2,0,0,0,0,1,0,Baixa Renda (Até 40k),Gasto Baixo,Baixa Propensão
2828,37,11,84,90266,4,2.2,2,0,0,0,0,1,1,Alta Renda (Acima de 80k),Gasto Médio,Média Propensão
2829,35,10,64,94306,3,0.7,2,230,0,0,0,1,0,Média Renda (41k - 80k),Gasto Baixo,Média Propensão
2830,35,9,82,94720,1,2.5,1,138,0,0,0,0,0,Alta Renda (Acima de 80k),Gasto Médio,Média Propensão
2831,59,35,39,95616,4,1.3,1,0,0,0,0,1,0,Baixa Renda (Até 40k),Gasto Médio,Baixa Propensão
2832,53,27,45,90405,2,0.8,3,0,0,0,0,1,1,Média Renda (41k - 80k),Gasto Baixo,Baixa Propensão
2833,45,21,133,92056,4,5.7,3,0,1,0,1,1,1,Alta Renda (Acima de 80k),Gasto Alto,Alta Propensão
2834,46,22,152,90009,2,1.4,1,0,0,0,0,1,0,Alta Renda (Acima de 80k),Gasto Médio,Média Propensão
2835,40,16,12,90033,1,1.0,1,91,0,1,0,0,0,Baixa Renda (Até 40k),Gasto Médio,Baixa Propensão
2836,42,16,32,94112,3,1.5,1,149,0,0,0,1,0,Baixa Renda (Até 40k),Gasto Médio,Baixa Propensão
2837,25,1,74,94085,4,2.6,1,204,0,0,0,0,0,Média Renda (41k - 80k),Gasto Alto,Média Propensão
2838,39,14,54,92037,2,1.1,2,159,0,0,0,0,1,Média Renda (41k - 80k),Gasto Médio,Média Propensão
2839,30,6,181,94542,3,4.1,2,0,1,0,1,1,1,Alta Renda (Acima de 80k),Gasto Alto,Alta Propensão
2840,58,33,75,90034,2,0.0,3,0,0,0,0,1,0,Média Renda (41k - 80k),Gasto Baixo,Média Propensão
2841,41,15,95,91101,3,0.1,1,240,0,1,0,0,0,Alta Renda (Acima de 80k),Gasto Baixo,Média Propensão
2842,37,11,190,94305,4,7.3,2,565,1,0,1,1,0,Alta Renda (Acima de 80k),Gasto Alto,Alta Propensão
2843,36,11,90,94709,1,2.8,1,0,0,0,0,1,0,Alta Renda (Acima de 80k),Gasto Alto,Alta Propensão
2844,27,3,20,95616,4,1.0,1,134,0,0,0,1,1,Baixa Renda (Até 40k),Gasto Médio,Baixa Propensão
2845,60,34,64,95014,3,2.2,3,0,0,0,0,0,0,Média Renda (41k - 80k),Gasto Médio,Média Propensão
2846,62,36,85,90019,2,1.7,3,98,0,0,0,0,0,Alta Renda (Acima de 80k),Gasto Médio,Média Propensão
2847,67,43,105,93711,4,1.7,2,0,0,0,0,1,0,Alta Renda (Acima de 80k),Gasto Médio,Média Propensão
2848,44,18,21,90840,1,0.2,1,0,0,0,0,1,0,Baixa Renda (Até 40k),Gasto Baixo,Baixa Propensão
2849,24,-1,78,94720,2,1.8,2,0,0,0,0,0,0,Média Renda (41k - 80k),Gasto Médio,Média Propensão
2850,45,21,158,94085,2,6.67,1,132,0,0,0,1,1,Alta Renda (Acima de 80k),Gasto Alto,Alta Propensão
2851,58,34,125,94720,1,4.3,1,219,0,0,0,0,0,Alta Renda (Acima de 80k),Gasto Alto,Alta Propensão
2852,61,36,81,95449,3,1.8,2,0,0,0,0,1,0,Alta Renda (Acima de 80k),Gasto Médio,Média Propensão
2853,54,29,183,93105,1,8.1,1,0,0,0,0,1,1,Alta Renda (Acima de 80k),Gasto Alto,Alta Propensão
2854,28,3,54,94550,4,0.6,2,0,0,0,0,1,0,Média Renda (41k - 80k),Gasto Baixo,Média Propensão
2855,49,24,79,94025,4,3.6,3,212,0,0,0,1,0,Média Renda (41k - 80k),Gasto Alto,Média Propensão
2856,35,11,38,91706,1,1.5,2,136,0,0,0,1,0,Baixa Renda (Até 40k),Gasto Médio,Baixa Propensão
2857,36,10,172,94704,4,1.0,2,295,1,0,0,1,0,Alta Renda (Acima de 80k),Gasto Médio,Média Propensão
2858,34,8,184,93106,3,7.5,1,0,1,0,0,0,0,Alta Renda (Acima de 80k),Gasto Alto,Alta Propensão
2859,36,11,158,95054,2,7.8,1,114,0,0,0,1,1,Alta Renda (Acima de 80k),Gasto Alto,Alta Propensão
2860,35,11,188,94596,1,0.9,3,282,1,0,0,1,0,Alta Renda (Acima de 80k),Gasto Baixo,Média Propensão
2861,27,2,20,95064,4,0.5,3,0,0,0,0,1,0,Baixa Renda (Até 40k),Gasto Baixo,Baixa Propensão
